,review,Complain Label,Emotion,Sentiment,Severity
311,"good . using phone almost 4 months 1. phone super fast company claiming infact slow sometimes. 2. fully charged battery stays 24 30 hours even heavy use problem time taken battery charging toooo long. people busy schedule always face low battery, searching charge :thinking_face:. 15 amp charger kaun deta hain samsung? 3. series bad reputation software essue faced yet except bluetooth sometimes turned automatically listening music. overall price dropped 1000 rs now. bought 10500 rs. buy it, sexy looks. works well.",1,sadness,negative,disapproval
312,सभ्य सौदा। सैमसंग खराब डिस्प्ले क्वालिटी उम्मीद जाती है।,1,sadness,negative,accusation
313,நன்றாக இருக்கிறது . செம,0,joy,positive,non-complaint
314, पैसे अच्छी गुणवत्ता मूल्य।,0,joy,positive,non-complaint
315,कीमत अच्छा समीक्षा बदली। इतने पैसे इतना मिलता है। स्लो फोन लगता 4जीबी मैंने 6जीबी खरीद लिया,0,other,neutral,non-complaint
316,"disappointed m12 overall performance . 20 days since i'm using samsung m12. many difficulties i'm facing since then. honestly good experience far. 2nd slot sim work time, can't make requent outgoing calls same. every then, i've turn & sim2 slot, works fine. also camera quality pathetic. one major problem fingerprint sensor. 1st 10 days, working superb, fingerprint sensor mostly fails recognising & opening phone. also, sometime phone lags working multiple apps. overall i'm disappointed. pros phone: low budget & superb battery backup.",1,sadness,negative,disapproval
317,"dead one year use . dead one year use , claim warranty",1,sadness,negative,disapproval
318,slim good performance . slim good performance value money :money_bag:,0,joy,positive,non-complaint
319,camera per expectations . fingerprint sensor good battery life also nice i. e 1.5 days including internet browsing camera quality much good per expectations. feature slow motion also quality picture gets ruptured say good zooming image .,1,sadness,negative,disapproval
320,औसत फोन। सिग्नल कम चाहे नेटवर्क सिग्नल वाईफाई नेटवर्क सैमसंग प्रोसेसर वजह कम है। निराश।,1,sadness,negative,disapproval
321,sd card corrupted . even completion one year sd card corrupted. even tried format it. worked hour shows corrupted. totally unsatisfied product.,1,sadness,negative,disapproval
322,अच्छा फोन। 6000 एमएएच बड़ी बैटरी वाला फोन आपको 8 घंटे बिना रुके गेमिंग देता केवल 100 10 नुकसान समस्या 15w चार्जर फोन घंटे 45 मिनट चार्ज देता हीटिंग समस्या मिलाकर अच्छा विकल्प,0,sadness,negative,disapproval
323,good product. . good product. writing speed near 20mbps reading speed near 80-90mbps. issues hd recording hd video playback. go it. :thumbs_up:,0,joy,positive,non-complaint
324,माझ्या मोबाईलवर सहजतेने स्थापित मला आनंद उत्पादन खरेदी वापरण्यास अतिशय सोयीस्कर माझ्या मोबाईलवर सहजतेने स्थापित करू शकतो उत्कृष्ट कामगिरी करत किंमत अगदी वाजवी आश्वासनानुसार क्षमता,0,joy,positive,non-complaint
325,योग्य उत्पादन  माझ्या नवीन Samsung A71 साठी विकत घेतले किंमत मर्यादेसह चांगला पर्याय शिफारस केलेले उत्पादन किंमत थोडी जास्त,1,joy,positive,disapproval
326,"works well gopro hero 9. storage 238 gb available. . write good things memory card, must mention exact requirement memory card. purchased action camera :camera: gopro hero9 last week & i've shopping around accessories around product. ability record 5k (even though none displays home support it), wanted get sd card could accommodate big file sizes gopro gonna throw/export it. went ahead bought san disk ultra 128 gb. one work. neither action cam, samsung m30 dell latitude 7490. even format sd card platforms. gopro threw error ""internal card error"". looked found there's great article published gopro community talks supported sd cards tested them. found samsung evoplus 128 gb mentioned list (the last alphabets model differed however think depends country country). realised cost difference 128 gb (rs 1900) & 256 gb (3000 rs) almost thousand bucks only. went ahead bought one even though samsung evoplus 256 gb even mentioned article gopro (at time writing review, mid march 2021). however, received card day amazon (fast delivery usual electronics). storage mentioned 235 gb 256 gb working pretty well action camera. i'll post update review later make note file transfer speed. requirement action camera & dilemma taking gamble this, man already done regrets! (but read gopro blogs first always). cheers.",0,joy,positive,non-complaint
327,सुपर आउटस्टैंडिंग माइंडब्लोइंग इतिहास। मैंने फोन खरीद लिया बैक फ्रंट कैमरा सुपर शानदार है। अन्य फंक्शन अच्छे हैंवैल्यू ऑफ मनी। मैंने दूसरों सुझाव फोन कम बजट खरीदें।,0,joy,positive,non-complaint
328,fooled prime members charging 1000rs extra . light weight,1,sadness,neutral,accusation
329,फोन अच्छा स्क्रीन ग्लास क्वालिटी अच्छी है। मोबाइल फोन खरीदने दस दिनों स्क्रीन ग्लास गुणवत्ता अच्छी टेबल फिसल स्क्रीन गिर गई स्क्रीन क्षतिग्रस्त गई स्क्रीन बदलने वारंटी ग्राहक सेवा स्क्रीन बदलने 3600 मांग रही कृपया स्क्रीन ग्लास गुणवत्ता सुधार,1,sadness,negative,accusation
330,12 घंटे इस्तेमाल फोन अब अच्छा है। मैंने फोन रिश्तेदार खरीदा प्रदर्शन खुश है। लाइट यूजर,0,joy,positive,non-complaint
331,"product great . packaging proper. product safe. also, product works well.",0,joy,positive,non-complaint
332,misleading . complete cheating misleading they’re showing picture u3 sending u1..don’t ever buy name offer,1,sadness,negative,blame
333,দুর্দান্ত স্যামসাং। ব্যবহৃত সেরা এসডি কার্ডগুলির একটি। এটিতে 458gb ফাইল স্থানান্তর করেছি এক মিনিটেরও কম। সর্বোত্তম অংশ এটিতে স্টোরেজের 6399 GB স্পেস রয়েছে। 4k রেকর্ডিংয়ের sjcam 8pro অর্ডার করেছি পর্যালোচনা লিখব।,0,joy,positive,non-complaint
334,ব্যয়বহুল 1500 টাকা। দামের সেরা অসুখী 1 সম্পূর্ণ স্টোরেজ অফার দাবি ব্যয়বহুল 3 ফোন খারাপ আচরণ sdcard 1500 টাকা বিশ্বাসের যোগ্য,1,sadness,negative,disapproval
335,उत्पाद उपयोग चुका हैया नियंत्रित है। मुझे उत्पाद उपयोग लगता मोबाइल फोन स्क्रीन फिंगर प्रिंट बिल टुकड़ों मिला फाड़ा,1,sadness,negative,blame
336,90 हर्ट्ज रिफ्रेश रेट वर्थ नहीं। पैसे कीमत विशेष भविष्य उपयोग जाता सामान्य विशेषताएं अन्य मोबाइल pensivefacepensivefacepensivefacepensivefacepensiveface,1,sadness,negative,disapproval
337,एक्सयूवी300 उपयुक्त है। एक्सयूवी300 छोटा आकार निराश,1,sadness,negative,disapproval
338,ভাল র্যান্ডম RW গতি কার্ড Rpi3 মত বোর্ডগুলির ভাল OS SD কার্ডে চলে।  Rpi3 বোর্ডের কিনেছি। লেক্সার কার্ড পাই বারবার ক্র্যাশ হচ্ছিল অবশেষে কার্ডটি নষ্ট গেছে। কার্ডে OS থাকার ক্র্যাশ নির্ভরযোগ্য।,1,sadness,negative,disapproval
339,দৃঢ়ভাবে পণ্য সুপারিশ ভালো পারফরম্যান্সের সবসময় উচ্চ গতির এক্সটার্নাল মেমরি কার্ড করুন। এটির স্থানান্তর গতি 100Mbps। গতি গতি ফাইলের পিএফ স্থানান্তরের পাশাপাশি সরঞ্জামের কার্যক্ষমতা। ব্যক্তিগতভাবে মাইক্রো এসডি কার্ডের স্যামসাং পছন্দ স্যামসাং ইভ প্লাস। উচ্চ স্থায়িত্ব অর্থ পণ্যের মূল্য,0,joy,positive,non-complaint
340,"good phone 10k . good phone camera. finger print sensor, awesome phone",1,sadness,negative,disapproval
341,good one . using since 1yr problem faced till now. good brand,0,joy,positive,non-complaint
342,good product . far response mobile phone wel coming. good features. big screen. bit heavier though.,0,joy,positive,non-complaint
343,"amazon upi supported . amazon upi supported, amazon app show android version supported. know many apps support phone",1,disgust,negative,disapproval
344,complaints far . using weeks complaints far.,0,anger,negative,non-complaint
345,best value money :money_bag: . display 5/5 battery 5/5 performance 5/5 connectivity 5/5 hand feel 4/5 camera front 3.5/5 camera back 4/5,0,joy,neutral,no explicit reproach
346,"like used product . media could loaded. first format card support otherwise show working gadget..., like someone used product..",1,sadness,negative,disapproval
347,ଭଲ ମେମୋରୀ କାର୍ଡ  ଏକ ଭଲ କାର୍ଡ ମଧ୍ୟରୁ ଗୋଟିଏ ଏହାର ଭଲ ଲେଖା ପ read ଼ିବା ବେଗ ଅଛି ଏହାର ଭଲ ଷ୍ଟୋରେଜ୍ କ୍ଷମତା ଅଛି ଟଙ୍କା ମୂଲ୍ୟ ,0,joy,positive,non-complaint
348,घटिया पैकेजिंग। पैकेजिंग खराब थी। मोबाइल बिल्ट क्वालिटी औसत बैटरी बैकअप अच्छा है। कैमरे प्रदर्शन अच्छा है। फ़िंगरप्रिंट सेंसर प्रदर्शन अच्छा इतना सटीक तेज़ है।,1,sadness,negative,disapproval
349,रुचि नहीं। मुझे सैमसंग m12 कभी उम्मीद उसकी लाइफ सिर्फ महीने डैडी बिना बैटरी चार्ज किए खराब स्विच ऑफ जाते हैं। मुझे पता क्या समाधान कहां जाना अगली बार मैं कभी ऑनलाइन खरीदारी करूंगा,1,sadness,negative,accusation
350,:thumbs_up_light_skin_tone::thumbs_up_light_skin_tone::thumbs_up_light_skin_tone::thumbs_up_light_skin_tone::thumbs_up_light_skin_tone: . verygood product :thumbs_up_light_skin_tone:,0,joy,positive,non-complaint
351,সুন্দর ফোন। . nan,0,joy,positive,non-complaint
352,बजट अच्छा फोन। मीडिया लोड सका। Pros बजट बेहतरीन फोन। अच्छी कैमरा गुणवत्ता रात नाइट मोड केवल ट्यूबलाइट फ्लैश। बैटरी कमाल है। कॉनमोबाइल भारी है।,1,sadness,negative,disapproval
353,good . good,0,joy,positive,non-complaint
354,चांगले उत्पादन  चांगले उत्पादन लेखन गती 20mbps जवळ वाचन गती 8090mbps जवळ HD रेकॉर्डिंग HD व्हिडिओ प्लेबॅकमध्ये कोणतीही समस्या त्यासाठी thumbsup,0,joy,positive,non-complaint
355,மினி 1 க்கு நல்லது DJI Mavic mini உடன் சிக்கல் இல்லாத செயல்பாடு,0,joy,positive,non-complaint
356,మంచి మీడియా ఇది స్టోరేజ్ కోసం మంచి మీడియా మీరు మీ ఫోన్ ఇంటర్నల్ స్టోరేజ్‌ని విస్తరింపజేసేటప్పుడు ఇంటర్నల్ మెమరీగా ఉపయోగించబడుతుంది,0,joy,positive,non-complaint
357,स्पेसिफिकेशनमध्ये नमूद केल्याप्रमाणे वाचन लेखन गती योग्य मीडिया लोड 600 रुपयांना खरेदी केलेल्या स्पेसिफिकेशनमध्ये दिलेल्या स्पेसिफिकेशनप्रमाणेच मोबाईल फोनमध्ये 3 महिने वापरल्यानंतर रिव्ह्यू पोस्ट करताना कोणतीही अडचण,0,joy,negative,non-complaint
358,"ok budget. . overall budget phone ok. primary camera good, seems true 48 mp. selfie lover dont buy phone, front camera worst. decent battery life, lasts upto 1 half day average use. processor saw improvements, asphalt 9 call duty running alright smooth. 90 mhz screen pure lie samsung, tft display poorly managed hardware. fast charging there.",1,sadness,negative,accusation
359,कीमत बेस्ट मोबाइल 6128। मीडिया लोड सका। धन्यवाद सैमसंग। मेरा पहला मोबाइल जल्द फेचर अच्छा मेरे ओपनिंग कैमरे बेहतर जरूरत अन्यथा मोबाइल अच्छा है। धन्यवाद सैमसंग,0,joy,neutral,non-complaint
360,செப்டம்பர் 2020 இல் வாங்கிய M516 GB 128 GB ஐ நேர்த்தியான மென்மையான முடிவின் விலை ரூ3K அதிகம் 5000 ஏஎம்எச் பேட்டரிக்கு சார்ஜ் மெதுவாக நீண்ட நேரம் எடுக்கும்,1,joy,positive,disapproval
361,"value money . generally get space/memory pay product get exact mentioned space, far issue product hoping get upcoming days :)",1,sadness,positive,disapproval
362,मत खरीदो। मीडिया लोड सका। अमेज़न सैमसंग गैलेक्सी एम12 खरीदे महीने पूरे हैं। 4 दिनों हर मिनट हंग रीबूट दावा है। खराब उत्पाद क्योंकि मैंने मोबाइल फोन इस्तेमाल किया।,1,sadness,negative,disapproval
363,खराब . आपकी द्वाराभेजी गई घड़ी खराब,1,sadness,negative,disapproval
364,"rigged brand new phone . received defective product, put memory card brand new store bought phone suddenly phone started going restart loop, took service center got know memory card corrupted phone data software erased. expected seller, unable return initially raised complaint amazon made return. disappointed, card cost rs50000 phone. expected amazon.",1,disgust,negative,accusation
365,worst samsung mobile ever . worst samsung mobile seen samsung. sceen quality colors trash. even old 5000 rs phone beat quality. please never ever buy product.,1,sadness,negative,blame
366,बजट फोन। कैमरा क्वालिटी अच्छी फोटो क्लिक टाइम लगता व्हाट्स एप पीआर 1 कैमरा फोटो सेंड होती10 फोटो सेंड करनी कैमरा वाली 1 1 करके सेंड करनी होगी बैटरी लाइफ सुपर ऊपरजेबी मेरे मोबाइल मेमोरी कार्ड जादा फोन डेटाफिल कैमरा स्लोसॉन्ग फुल वॉल्यूम पीआर 1डीएम हाई जाता जेबी 1 पॉइंट किमी केट हाय सुनै देता,1,sadness,negative,disapproval
367,"phone slow . phone different samsung phones respect usage speed. battery fantastic, camera ok. much lag using phone. worst thing noticed return period over.",1,sadness,negative,disapproval
368,"damaged , open probably used old product. . tampered. resealed probably used open pack received. new sealed pack. return back initiated. expected amazon type product.",1,sadness,negative,blame
369,"amazing samsung m12 mobile . i'm happy. better lovely mobile,my wife happy,best battery,camera result,90hz display infinity awesome,color perfect,no fault,no scratch features also best.thanky amazon fasted delivery one day ..thanks you......",0,joy,positive,non-complaint
370,value money... . value money...4k recordimg smooth...go it...,0,sadness,positive,non-complaint
371,best price value . battery life really good. design also good. quad camera quality really impressive price. good sound quality refresh rate also awesome. fingerprint reader works smoothly.,0,joy,positive,non-complaint
372,"pretty decent phone price, go . writing 4 months use, overall phone damn good considering price. pros: good battery backup amazing display terrific ui/ux cons camera quality dark bulky",1,sadness,negative,disapproval
373,"worth price, go ahead without second thought . phone build well fingerprint sensor, battery quite good & huge, camera quality ok. 90 hz refresh rate phone smooth android 11. close eyes & buy it. regrets !!!",0,joy,positive,non-complaint
374,सिम ट्रे रही हर बार सिम डालते सिम कार्ड क्रैश जाता है।  सिम ट्रे रही हर बार सिम डालते सिम कार्ड क्रैश जाता है।,1,sadness,negative,disapproval
375,সেরা মানের মেমরি কার্ড।  স্টোরেজ ক্ষমতা উল্লিখিত সঠিক। গত বছর ক্যাটাগরির মেমরি কার্ড 32gb করছি। ডেটা স্টোরেজ ডেটা দূষিত বিষয়ে সমস্যা নেই। ডেটা বেড়েছে 64gb কার্ড অর্ডার করেছি। সানডিস্ক এইচপি ইত্যাদির ভালো দাম কম।,0,joy,positive,non-complaint
376,ಅತ್ಯುತ್ತಮ ಮೆಮೊರಿ ಕಾರ್ಡ್ ಆಗಿದೆ ಜಾಹೀರಾತಿನಂತೆ ಮಾಡುತ್ತಿದೆ,0,sadness,positive,non-complaint
377,"super , outstanding , mindblowing , history . already purchase phone , back front camera super outstanding. function also good..value money.i suggest must purchase phone low budget.",0,joy,positive,non-complaint
378,samsung 64 gb memory card - value money . value money. product details mentioned clearefully. delivery commited time.,0,sadness,negative,non-complaint
379,अवश्य खरीदें। मैंने मां सेलफोन गिफ्ट किया। गेमिंग फ्रीक गैजेट फ्रीक भी। मुझे लगता खरीदना चाहिए।,0,joy,positive,no explicit reproach
380,like it. . camera quality poor display quality too. model listed exchange models list also. funny amazon sold mobile considering model exchange kind business ethics model listed flipakrt exchange models.,1,sadness,negative,disapproval
381,"nice product . actually brought phone focus 6 gb ram, 128 gb storage, 48 mp camera & 6000ah battery. later viewing review customer upset & regreting myself. received item experience phone 100% satisfy product. awesome phone price range.thank amazon & seller partners, thank courier partner help delivery item time & safty. thank",0,joy,positive,non-complaint
382,ପ୍ରାଇଭ୍ ସାମାନ୍ୟ ଉଚ୍ଚ କିନ୍ତୁ ଉତ୍ପାଦ z ସବର୍  1 ବର୍ଷ ବ୍ୟବହାର କରିବା ଏହାକୁ ମୂଲ୍ୟାଙ୍କନ କର  ଅଧିକ ଲମ୍ବା ସ୍ଥାୟୀତ୍ୱ ,0,sadness,positive,non-complaint
383,"hologram missing, packing, product looks duplicate . hologram missing, packing product looks duplicate one.",1,sadness,negative,accusation
384,whatsapp media deletion. . appears problem deleting media whatsapp process needs done twice. sure whatsapp issue issue phone.,1,sadness,negative,no explicit reproach
385,फोन भारी इसलिए सावधानी संभालें। फोन 10 कम अच्छा कैमरा इतना अच्छा फोन भारी आपके हाथों फिसल मैंने फोन अजीब देखा फोन इंटरनेट गति मेरे पुराने फोन तुलना आश्चर्यजनक रूप धीमी पता क्योंneutralface नेटवर्क सेटिंग्स बिल्कुल ठीक मैं सिम अन्य मोबाइल इंटरनेट गति तुलना हूं तेज neutralfaceneutralface इसलिए जांचें beamingfacewithsmilingeyesbeamingfacewithsmilingeyes,1,sadness,negative,disapproval
386,इतनी खराब क्वालिटी फोन। अच्छे पैराफॉर्मेंस खराब दिखने सिफारिश जाती,1,sadness,negative,disapproval
387,"decent purchase price. . understand colouring memory card samsung use, last time ordered orange one one red. though quality one looks good. terms space available memory 59gb think normal.",0,sadness,positive,no explicit reproach
388,amazing deal amazon . phone running short storage dire need storage update. kicked notification amazon card bought it. months working great issues far,0,sadness,positive,non-complaint
389,good one series:face_with_rolling_eyes: . pros- •good battery life •good camera (back)(better m11:face_with_rolling_eyes:) •z plus ram(excess ram 4gb needed) •90hz adaptive refresh rate •smooth performance cons- •front camera average •too many useless apps first buy •back camera suitable night condition •saturation camera high,1,sadness,negative,disapproval
390,superb phone . bhut badhiya phone hai aap bhi buy kariye samsung company bhut badhiya hai battery bhi bhut achhi chal rhi h back camera bhut badhiya hai,0,joy,positive,non-complaint
391,સરળ કામગીરી ઉત્પાદન સાથે મેમરી કાર્ડ એડેપ્ટર મેળવ્યું,0,joy,positive,no explicit reproach
392,"samsung fan boy . media could loaded. samsung phones king display m52 5g proved reviewed svm cars&bikes youtube channel .camera front back good light weight mobile nfc ,wificalling,knox security, 25w fast charging support ,call samsung devices support .",0,joy,positive,non-complaint
393,اوسط زندگی کا دورانیہ۔ ستمبر 2017 کو خریدا گیا، اگست 2020 تک کام کیا۔ خراب ہو گیا۔ زندگی کا دورانیہ اوسط ہے۔ اس سے پہلے میں نے 2013 کو سینڈیسک خریدا تھا، اب تک کام کرتا ہے,1,sadness,negative,disapproval
394,ok wala phone . built quality good battery :battery:is super good camera expect phone costs 10k phone lagging much 15 apps. slow performance. gamer also play single game. still device runs slow.,1,sadness,negative,disapproval
395,good quality . good quality,0,joy,positive,non-complaint
396,worst samsung me. . expectations. worst mobile experience. might happy bought phone 4 years back. bad touch screen slogging performance. nothing good,1,sadness,negative,accusation
397,इतनी कम कीमत बेहतरीन फोन।  इतनी कम कीमत बेहतरीन फोन। 6000 एमएएच बैटरी 48 मेगापिक्सल कैमरा फीचर्स फेस अनलॉक डिटेक्शन अच्छे हैं।,0,joy,positive,non-complaint
398,good product price . i'm using expand phone storage 256gb total .speed great sandisk extreme price low. price consideration good product 100% original.and supports 4k recording much complain,0,joy,negative,non-complaint
399,"excellent . selected card best.hope last atleast 10 years.and thus,it worth price",0,joy,positive,non-complaint
400,8din kharab ho gya battery full gayi . gayi,1,sadness,negative,disapproval
401,"slow motion . slow motion, much leg.",0,sadness,negative,accusation
402,అసలు ఉత్పత్తితో సంతృప్తి చెందారు ఉత్పత్తి నిజమైన వివరణతో చిత్రాలలో చూపిన విధంగానే అసలైన నాణ్యతతో ఉంది అయినప్పటికీ దీని ధర కొంచెం ఎక్కువగా ఉంది కానీ మొత్తంగా ఇది మంచిది అలాగే మేము దానితో కార్డ్ రీడర్‌గా ఉండే ఉచిత అడాప్టర్‌ను పొందుతాము ఇది మీరు ఆన్‌లైన్‌లో కొనుగోలు చేసినప్పుడు ఎక్కువగా దుకాణదారులు ఇవ్వరు అసలైన Samsung ఉత్పత్తిthumbsup,0,joy,positive,non-complaint
403,good one . best,0,joy,positive,non-complaint
404,"average device . going detail regarding device, already lot said. average device, premium feel. point concern- camera!! bring tears eyes. 64 mp maybe talking point, sensor absolute crap.",1,sadness,negative,disapproval
405,बैटरी बैकअप संतोषजनक नहीं। उत्पाद पूरी दोषपूर्ण है। मैं ग्राहक सहायता संपर्क बार कोशिश करूंगा प्रतिक्रिया होगी। मैं अमेज़ॅन सेवा नापसंद हूं। मैं सेट बदलना चाहता हूं। इसलिए कृपया मेरी मदद करें।,1,disgust,negative,accusation
406,"excellent . excellent transfer speed still working nice, reviewing 1.5 yr",0,joy,positive,non-complaint
407,सैमसंग औसत प्रदर्शन अच्छा उत्पाद है। मैंने फोन महीने खरीदा था।इस फोन ऑडियो वीडियो गुणवत्ता औसत है। वॉइस कॉल वीडियो कॉल ध्वनि कम स्पष्ट है। मेरे 6 रुपये मोटोरोला पुराने फोन वीडियो ऑडियो क्वालिटी फोन काफी बेहतर,1,sadness,negative,disapproval
408,زبردست خریداری۔ کارڈ کی خریداری میں تقریباً 6 ماہ ہیں اسپیڈ کلاس 10 شاندار ہے میموری کارڈ ہر چیز کے لیے شاندار ہے یہ بجلی کے سودوں کے تحت حاصل ہوا پروڈکٹ کے لیے ایمیزون کا شکریہ,0,joy,positive,non-complaint
409,descent phone.slim working awesome. . delivered today. first impression looks fine. setting phone felt little warm . overall phone performance better previous redmi 9 pro max. ui clean miui expecting earphone jack . camera screen awesome .i liked phone,1,joy,positive,disapproval
410,"this! bad performance . except battery backup nothing good camera worst performance slow action dialing number, opening call history whatever 3-4 seconds delay",1,sadness,negative,disapproval
411,preliminary first impression feedback: mixed response good features. . used month. battery: fast charge good have. battery really lasts. phone heavy due that. lenth phone long chance fall pocket deep enough. takes good 2:30 hours charge. key pad sensitive great. touch lock/fingerprint senser upto mark. used honor 7x sensor far better. screen size impressive. camera good.,0,joy,positive,non-complaint
412,go . great need full review,0,joy,positive,non-complaint
413,false memory card send working even golden slot present . bought 128 gb memory card form appario retail private ltd amazon working. send duplicate memory card. even chip card place golden chip make false gold color.,1,sadness,negative,disapproval
414,मूल्य सीमा अच्छा मोबाइल। सैमसंग M12 खरीदा। अच्छी खरीदारी कीमत लायक। पसंद 1 असाधारण बैटरी बैकअप गेम खेलने तेज़ प्रसंस्करण 3 अच्छा प्रदर्शन स्पष्टता 4 प्रतिक्रियाशील बायोमेट्रिक सेंसर विशेष रूप चेहरा पहचान इतना अच्छा कैमरा स्पष्टता विशेष रूप कृत्रिम प्रकाश रात समय। स्पीकर आवाज तेज सकती थी।,1,sadness,negative,disapproval
415,मेरी पहली खरीदारी भरोसा टूटना . इससे प्रोडक्ट इस्तेमाल ausha वाईफाई कैमरा मंगाया आया अब कैमरा नॉट वर्किंग कैमरे वापस replace रिपेयर अमेजॉन रिक्वेस्ट इसलिए प्रोडक्ट हम समीक्षा दे,1,sadness,negative,disapproval
416,best affordable phone samsung till date! . media could loaded. best cost brand like samsung. display resolution hd 90 hz. battery life awesome lasts days. camera disappointing though. gcam available yet. silicon case box. one ui best ui ever used yet. fast updates. 15 watt charger included takes almost hrs full charge lasts almost days,1,sadness,negative,disapproval
417,"worked well . liked product , samsung seems better xiaomi , vivo etc price range . need battery size 3.5 mm jack . okay heavier weight battery could bigger . use charging phone disabled fast charging , still believe fast charging reduces battery life backup display , camera , color definition good",1,joy,positive,disapproval
418,good phone good battery . battery life good. features look pretty normal. samsung lot bloatware use.,0,sadness,negative,disapproval
419,"good quality, quick delivery. thanks amazon... . good quality, awesome speed write read speed similar mentioned spec. happy expandable memory card. appreciate amazon quicker delivery.",0,joy,positive,non-complaint
420,ఈ కార్డ్ మంచి మెమరీని కలిగి ఉంది 128 gb కంటే ఉత్తమమైనది కానీ ఇది చాలా ఖరీదైనది ఇది 23869 GB మెమరీని చూపుతోంది మీరు 26992799 రూపే చెల్లిస్తే మీరు ఈ కార్డ్‌ని ఆస్వాదించవచ్చు ఫోన్‌లో చక్కగా పని చేస్తోంది,0,joy,positive,non-complaint
421,bout 10.5k 6gb 128 gb. . bought mom note pro broken. one really good absolutely happy phone.,0,joy,positive,non-complaint
422,"video system working . video sent whats app, even 5/6 minutes video, one still photo & obly 10 minutes video gallary showing storage full also system supporting shoot video take photo. sine day activated phone 15th dec airtel sim, rarely using phone video system working per requirments. plz suggest best solution problem purchased phone video uploading purpose.",1,sadness,negative,disapproval
423,Sandisk imo पेक्षा चांगले उत्पादनाबद्दल बरीच नकारात्मक पुनरावलोकने वाचली परंतु समीक्षकांच्या मते मला वाटते अजून चांगला पर्याय आहेआतापर्यंत एवढेच सांगू शकतोएसडीच्या किंमती कार्ड थोडे परवडणारे आम्ही त्याचे कौतुक करू,0,other,neutral,no explicit reproach
424,अच्छा बेसिक फोन। अच्छी बात लंबी बैटरी चार्ज बारबार चार्ज बचती,0,joy,neutral,non-complaint
425,budget workhorse. . smartphone job non-fussy manner.,0,joy,positive,non-complaint
426,वाईफाई कॉलिंग नहीं। फोन भारत 3 शीर्ष सेवा प्रदाताओं वाईफाई कॉलिंग समर्थन  Jio Airtel VodaIdea। मेरे डील ब्रेकर है।,1,sadness,negative,disapproval
427,price worthy . lot features price except phone weight products 6000 mah battery.,1,sadness,negative,disapproval
428,"okay phone . packaging - bad (though item fulfilled, amazon?). days usage; okay phone. new software. battery feel like 6000mah; last 24-28 hours low mid-level usage. heating issue 20 mins youtube watch notification displayed device automatically turned due heating (while charging). overall company wants earn without much bothering value proposition.",0,sadness,negative,disapproval
429,औसत कैमरे अच्छा प्रदर्शन। उत्पाद कैमरे वचन उन्होंने सच 48 एमपी तस्वीर गुणवत्ता औसत कम है। सैमसंग सुधार जरूरत बैटरी बैकअप 90hz रिफ्रेश रेट सब अच्छा है।,1,sadness,negative,disapproval
430,மோசமான கேமரா விவரங்கள் இல்லை மோசமான படத்தின் தரத்தை மங்கலாக்கியது ஏமாற்றம் கேமரா மோசமான கேமரா விவரங்கள் இல்லை மோசமான படத்தின் தரத்தை மங்கலாக்குதல் ஏமாற்றம் ஃபோன் நன்றாக,1,sadness,negative,disapproval
431,अच्छा फोन लोगों अच्छी बैटरी चाहिए। हांदिन प्रतिदिन उपयोग अच्छा फोन है। बैटरी बैकअप अच्छा है।,0,joy,positive,non-complaint
432,कीमत खरीदारी अच्छी है।  हाथ अच्छा लगता है। विज्ञापन अनुसार स्क्रीन प्रभावशाली है। बैटरी लाइफ अच्छी है। मुख्य कैमरा औसत है। फ्रंट कैमरा अच्छा है। मेरे व्यक्तिगत कार्य वातावरण दोनों आसानी संभाल है। मुझे अंतराल दिख है। मिलाकर कीमत अच्छी खरीदारी है। पुनश्च अच्छा बैक कवर खोजने सक्षम क्योंकि अधिकांश उपलब्ध गैलेक्सी A12 निर्मित हैं। M12 फिट ऐसा महसूस संपूर्ण हैं।,1,sadness,negative,disapproval
433,સારું ઉત્પાદન મારા મોબાઈલ મેળવ્યું સરળ ઇન્સ્ટોલેશન પ્રક્રિયા જૂની ડેટા ટ્રાન્સફર ઝડપી,0,joy,positive,non-complaint
434,"serious defect model . bought model weeks ago immediately realized audio issue. make whatsapp call realize kids voice clear end. yes, children's voice. adult voice sound clear. thought probably defective piece immediately requested replacement. got replacement next day shockingly, even device exact problem. found samsung forums model audio issue.(probably previous series models too). audio algorithm going wrong here. requested return amazon kind accept it. refund took time, happy eventually got money back able order different model. writing review people planning buy model aware fault. features device good .the camera good. lot fancy modes camera.(kids would love it). touch responsive smooth unfortunately defect model outweighs everything else.",1,sadness,positive,disapproval
435,good cost cutting . good phone great. display :thumbs_up:- excellent 6/5 camera - ok 3.5/5 (samsung gw3 main 64mp sensor ) (samsung m51 sony sensor) audio. - ok 3/5 (poco m2 pro audio batter ) look - slim light weight 4/5 charger - 15w slow (output:9.0v~1.67a 5.0v ~2.0a) plastic bulid look feel good 3.5mm earphone jack:thumbs_down: fm radio ( can't find ) :thumbs_down: bettery usb type c 3.5mm adapter box charging cable look like 50₹ battery capacity 4860mah,1,joy,positive,disapproval
436,ज्यासाठी बनवले जाते  यापूर्वी सॅमसंग मेमरी कार्ड वापरलं होतं त्यात अडचण नव्हती सॅनडिस्क सॅमसंग दोन्ही सारखेच दैनंदिन जीवनाचा वेग ब्ला ब्ला बाबतीत तुम्हाला कोणताही फरक जाणवणार 32 जीबी मेमरी कार्ड उद्देश पूर्ण,0,sadness,negative,non-complaint
